player_name,teams,end_year,start_year,years,pa,defense,position_adj,dWAR,park_wOBA,OPS_plus,wRC_plus,rAA,oWAR,replacement,noD_WAR,WAR
Travis Hafner,OAK,2013,2006,7,4246,0.000,-106.150,-10.62,0.3762,128.7756,130.9075,154.710,15.48,121.32,21.34,21.34
Travis Ishikawa,Tam/,2011,2009,3,310,0.000,-5.708,-0.57,0.2850,67.9234,66.3464,-11.810,-1.18,8.86,-0.77,-0.77
Travis Jankowski,Min,2019,2018,2,1132,14.938,0.015,1.49,0.2711,68.5524,67.8716,-38.210,-3.82,32.34,-0.58,0.91
Travis Lee,ChA/,2007,2006,2,596,0.000,-10.643,-1.07,0.2949,71.6785,70.9975,-20.580,-2.05,17.03,-1.41,-1.41
Travis Shaw,LAN/,2019,2016,4,1670,4.725,2.791,0.75,0.3100,97.0305,97.2165,-4.610,-0.46,47.71,4.59,5.06
Travis Snider,StL/,2016,2009,5,1954,-15.804,-19.327,-3.52,0.3243,107.3142,108.6393,16.900,1.69,55.83,5.34,3.76
Travis Taijeron,Bal,2016,2016,1,273,0.000,-6.825,-0.68,0.2673,73.2300,68.7200,-8.460,-0.85,7.80,-0.02,-0.02
Trayce Thompson,Bal,2017,2017,1,128,0.829,-1.511,-0.07,0.3644,139.4600,138.7400,5.200,0.52,3.66,0.74,0.82
Trayvon Robinson,Det/,2014,2011,2,671,2.446,2.243,0.47,0.3413,116.9292,118.9218,13.300,1.33,19.17,3.54,3.78
Trea Turner,Tam,2019,2016,4,1925,14.835,8.772,2.36,0.3117,98.7497,98.6941,-2.560,-0.25,55.00,6.13,7.61
Trevor Crowe,Hou/,2011,2010,2,357,-2.601,0.984,-0.17,0.3140,94.1538,89.6386,-4.020,-0.40,10.20,0.72,0.46
Trevor Plouffe,Ari/,2017,2012,6,3274,-21.211,10.495,-1.07,0.3068,97.7484,96.0995,-12.510,-1.25,93.54,9.16,7.03
Trevor Story,Bal,2019,2016,3,1723,0.550,18.706,1.93,0.3086,99.5059,98.6237,-2.830,-0.28,49.23,6.51,6.57
Trey Mancini,NYN/,2019,2017,3,757,-0.975,-13.705,-1.47,0.3085,98.6459,96.4947,-2.680,-0.26,21.63,0.53,0.44
Trey Michalczewski,NYN,2019,2019,1,539,-7.225,4.173,-0.31,0.2262,43.0800,33.5400,-38.040,-3.80,15.40,-1.84,-2.57
Trot Nixon,AZD/,2008,2006,3,486,0.000,-5.207,-0.52,0.3566,113.2384,116.2880,9.010,0.90,13.89,1.77,1.77
Troy Glaus,LAA/,2011,2006,6,3770,-10.027,13.550,0.36,0.3621,118.7492,120.2750,89.030,8.90,107.71,21.03,20.03
Troy Tulowitzki,Mia/,2019,2007,12,6847,78.348,71.775,15.01,0.3370,112.3752,113.4518,95.640,9.57,195.63,36.31,44.15
Tsuyoshi Nishioka,StL,2013,2012,2,791,-12.075,2.906,-0.92,0.3122,97.3396,95.6449,-3.780,-0.38,22.60,2.17,0.96
Tucker Barnhart,Hou,2019,2017,3,789,2.502,14.282,1.68,0.2387,51.0856,43.0283,-47.400,-4.74,22.54,-1.06,-0.81
Tuffy Gosewisch,Mil,2013,2013,1,55,-0.086,1.072,0.10,0.2010,22.9800,15.9700,-4.940,-0.49,1.57,-0.23,-0.23
Tug Hulett,ARI,2010,2009,2,589,0.000,4.532,0.45,0.2984,76.7506,75.3131,-16.680,-1.67,16.83,0.47,0.47
Ty Kelly,Tex,2016,2015,2,323,-0.401,-2.321,-0.27,0.2965,87.2671,91.7929,-2.690,-0.26,9.23,0.43,0.39
Ty Wigginton,Min/,2014,2006,8,2075,-5.881,-18.258,-2.41,0.3214,95.7249,94.5073,-14.280,-1.43,59.29,2.67,2.09
Tydus Meadows,Was,2007,2007,1,61,0.000,-0.654,-0.07,0.2897,67.8000,65.6100,-2.550,-0.25,1.74,-0.14,-0.14
Tyler Austin,StL/,2019,2013,3,683,-5.103,-6.440,-1.15,0.3381,116.6455,118.7511,13.540,1.35,19.51,2.66,2.15
Tyler Bortnick,SF,2014,2014,1,426,1.972,1.666,0.36,0.2946,84.0500,86.3300,-5.920,-0.59,12.17,0.79,0.99
Tyler Colvin,Pit,2013,2011,2,619,-2.069,-6.056,-0.81,0.2990,94.1107,88.0095,-7.790,-0.78,17.69,0.38,0.18
Tyler Flowers,Tor/,2019,2012,4,1183,-12.102,23.661,1.16,0.2971,86.6772,87.3247,-15.780,-1.58,33.80,4.17,2.96
Tyler Goeddel,Hou,2017,2016,2,937,-1.195,-15.060,-1.63,0.3135,103.9599,104.1093,3.560,0.35,26.77,1.52,1.40
Tyler Graham,StL,2011,2011,1,110,-0.155,-0.773,-0.09,0.3222,100.6200,104.3700,0.500,0.05,3.14,0.29,0.27
Tyler Greene,SD,2013,2012,2,613,-1.208,2.536,0.13,0.3335,108.2746,109.8931,6.680,0.67,17.51,2.67,2.55
Tyler Marlette,NYA,2015,2015,1,170,-2.698,3.747,0.10,0.2869,84.5500,84.1600,-2.740,-0.27,4.86,0.59,0.32
Tyler Moore,Bos,2015,2013,2,775,-6.714,-11.280,-1.80,0.3013,93.5415,92.1275,-6.150,-0.62,22.14,0.47,-0.21
Tyler Naquin,Mil/,2018,2017,3,568,8.359,0.308,0.86,0.2886,85.6083,81.2940,-11.130,-1.11,16.23,0.54,1.38
Tyler O'Neill,StL,2019,2018,2,1080,-18.165,-6.537,-2.47,0.3286,110.4653,111.2423,12.980,1.30,30.86,3.73,1.92
Tyler Pastornicky,Phi,2015,2013,3,1456,-24.805,14.556,-1.02,0.2907,87.3444,82.9233,-25.100,-2.51,41.60,3.11,0.63
Tyler Saladino,NYN/,2019,2015,5,1251,2.882,4.396,0.74,0.3260,110.2527,110.8462,13.440,1.35,35.74,5.36,5.65
Tyler White,Tex,2019,2017,3,823,-2.027,-12.357,-1.44,0.3337,115.0487,114.8218,13.040,1.30,23.52,2.42,2.21
Tyrone Taylor,NYN,2019,2019,1,497,11.607,-0.167,1.14,0.2675,68.0500,64.6300,-18.660,-1.87,14.20,-0.47,0.69
Tzu-Wei Lin,Min,2019,2019,1,395,6.285,1.668,0.80,0.2714,74.1300,67.5700,-13.600,-1.36,11.29,-0.06,0.56
Val Pascucci,COL,2009,2008,2,297,0.000,-5.089,-0.51,0.3701,123.6386,123.1700,8.110,0.81,8.49,1.15,1.15
Vance Wilson,FLA,2008,2008,1,107,0.000,1.911,0.19,0.2733,61.6400,56.9400,-5.390,-0.54,3.06,-0.04,-0.04
Vernon Wells,SD/T,2014,2006,7,3033,-3.892,3.215,-0.06,0.3366,104.4609,103.7535,14.740,1.49,86.66,10.48,10.09
Victor Caratini,NYA,2019,2019,1,344,-4.045,6.736,0.27,0.2723,70.3000,68.2700,-11.590,-1.16,9.83,0.50,0.09
Victor Diaz,STL,2010,2006,4,1500,0.000,-17.314,-1.73,0.3328,98.6057,98.6596,-2.470,-0.25,42.86,2.30,2.30
Victor Martinez,Mia/,2017,2006,11,6789,-44.604,24.866,-1.99,0.3227,102.0716,101.3302,10.360,1.04,193.97,22.92,18.46
Victor Robles,ChA,2019,2019,1,522,18.910,1.983,2.09,0.3445,116.1900,122.7000,12.580,1.26,14.91,2.95,4.84
Vince Belnome,NYN,2014,2014,1,111,-0.302,-2.115,-0.24,0.3718,135.6800,147.1100,5.310,0.53,3.17,0.64,0.61
Vinny Castilla,OAK,2007,2006,2,293,0.000,1.047,0.10,0.3016,78.4306,78.0287,-7.510,-0.75,8.37,0.19,0.19
Vladimir Guerrero,LAA/,2013,2006,8,5240,-37.400,-48.771,-8.62,0.3511,114.9116,115.2159,91.430,9.15,149.71,19.24,15.50
Vladimir Guerrero Jr.,KC,2019,2018,2,616,-17.175,2.045,-1.51,0.3332,110.3436,114.3218,9.320,0.93,17.60,2.89,1.18
Welington Castillo,LAA/,2019,2012,8,3173,-19.723,59.124,3.94,0.2938,87.3773,85.7330,-46.050,-4.61,90.66,10.37,8.40
Wes Helms,Cle/,2009,2006,4,1448,0.000,-13.064,-1.31,0.3080,82.3273,79.9476,-33.520,-3.35,41.37,-0.52,-0.52
Wes Timmons,Mil,2013,2010,4,1113,-3.782,-6.511,-1.03,0.3403,112.8624,116.0458,18.830,1.88,31.80,4.41,4.03
Whit Merrifield,LAN/,2019,2016,5,1396,10.514,-1.334,0.92,0.3336,113.7390,115.4170,22.450,2.24,39.89,6.09,7.15
Wiki Gonzalez,Was/,2007,2006,2,235,0.000,4.197,0.42,0.2813,64.4162,62.2674,-10.750,-1.08,6.71,0.01,0.01
Wil Myers,Pit/,2019,2013,7,3936,4.938,-32.746,-2.78,0.3512,125.6676,129.7303,122.320,12.22,112.46,20.19,20.69
Wil Nieves,LAA,2011,2010,2,211,-0.535,4.277,0.38,0.2761,67.7145,62.9776,-8.590,-0.86,6.03,0.17,0.12
Wilin Rosario,Sea/,2019,2011,7,1876,-29.026,32.506,0.34,0.2669,71.5026,65.7072,-67.510,-6.74,53.60,1.87,-1.03
Wilkin Ramirez,LAA,2013,2011,3,343,-0.813,-5.820,-0.66,0.3182,97.7961,100.2952,0.300,0.03,9.80,0.43,0.35
Will Middlebrooks,NYA/,2015,2013,3,836,-0.294,3.128,0.29,0.3045,95.9386,94.1503,-5.080,-0.51,23.89,2.19,2.16
Will Rhymes,LAA,2013,2011,3,816,-4.031,-0.841,-0.49,0.2722,70.5875,67.2539,-28.930,-2.89,23.31,-0.64,-1.05
Will Swanner,Mia,2016,2016,1,32,-0.506,0.678,0.02,0.1977,24.6100,12.5400,-2.770,-0.28,0.91,-0.12,-0.17
Will Venable,Cin/,2016,2010,6,2443,14.148,-13.204,0.10,0.3202,105.3268,105.2752,13.090,1.31,69.80,6.97,8.39
William Carter,DET,2006,2006,1,226,0.000,-4.036,-0.40,0.2418,42.0600,37.4500,-16.400,-1.64,6.46,-1.40,-1.40
Willians Astudillo,Mia,2019,2018,2,1016,-10.202,17.736,0.75,0.2710,73.6126,67.6564,-34.510,-3.45,29.03,1.23,0.21
Willie Bloomquist,Sea/,2015,2006,9,2065,-3.135,-2.966,-0.60,0.2894,74.1004,71.3651,-65.180,-6.51,59.00,-0.91,-1.22
Willie Calhoun,Tor,2019,2018,2,1029,-13.888,-5.140,-1.90,0.2955,87.9754,86.4632,-14.730,-1.47,29.40,0.96,-0.43
Willie Harris,Oak/,2012,2006,4,518,-2.759,0.013,-0.28,0.2889,76.3442,75.6135,-14.440,-1.44,14.80,0.04,-0.24
Willson Contreras,LAN,2019,2017,3,1795,-16.125,1.248,-1.49,0.3366,116.3392,117.6910,33.270,3.33,51.29,8.58,6.97
Willy Aybar,SD/T,2011,2007,3,946,-1.431,-10.634,-1.20,0.3234,95.5963,94.9904,-5.390,-0.53,27.03,1.11,0.97
Willy Taveras,HOU/,2009,2007,3,1560,0.000,5.571,0.56,0.2951,72.3903,71.1028,-53.310,-5.33,44.57,-0.32,-0.32
Wilmer Difo,Bos,2019,2015,4,895,2.147,4.501,0.67,0.2769,77.9209,74.6173,-24.030,-2.40,25.57,0.61,0.82
Wilmer Flores,Cle/,2019,2014,7,3177,-21.005,3.124,-1.78,0.3296,114.4965,114.9635,48.680,4.88,90.77,14.27,12.17
Wilson Betemit,SD/P,2013,2006,8,3738,-50.693,0.150,-5.06,0.3054,86.0435,84.4328,-65.470,-6.56,106.80,4.14,-0.93
Wilson Ramos,Cle/,2019,2012,8,3214,-8.737,60.752,5.20,0.2811,79.7375,75.4201,-80.870,-8.08,91.83,7.18,6.31
Wilson Valdez,PHI/,2012,2007,4,555,4.321,5.304,0.97,0.3040,86.4974,87.0801,-7.710,-0.77,15.86,1.35,1.78
Wladimir Balentien,PHI/,2010,2008,2,434,0.000,-4.650,-0.47,0.2985,77.4466,74.2898,-12.880,-1.29,12.40,-0.52,-0.52
Wladimir Sutil,ChA,2011,2011,1,97,1.266,0.605,0.19,0.2790,68.7100,71.3500,-2.910,-0.29,2.77,0.05,0.17
Wuilmer Becerra,Min,2018,2018,1,277,-3.133,-3.839,-0.70,0.2913,87.1500,83.7100,-4.720,-0.47,7.91,-0.06,-0.38
Xander Bogaerts,Cle,2019,2014,6,3561,-13.360,33.812,2.05,0.3207,105.4437,107.1712,26.530,2.65,101.74,16.21,14.87
Xavier Nady,MIN/,2011,2006,5,1794,-0.327,-19.412,-1.97,0.3515,111.3115,111.2765,23.400,2.35,51.26,5.53,5.50
Xavier Paul,Tor/,2014,2009,5,511,0.249,-7.457,-0.73,0.2951,82.6071,83.0102,-9.430,-0.95,14.60,-0.21,-0.19
Yadier Molina,Bos/,2019,2006,11,4194,17.159,78.195,9.53,0.2784,76.3032,72.1648,-124.530,-12.46,119.83,7.34,9.06
Yairo Munoz,Sea,2019,2019,1,177,-1.972,-0.292,-0.23,0.2517,64.7200,52.7600,-8.880,-0.89,5.06,-0.41,-0.61
Yamaico Navarro,NYN,2014,2013,2,349,-0.973,1.451,0.05,0.3004,95.2423,90.4922,-3.490,-0.34,9.97,0.80,0.71
Yan Gomes,Phi/,2019,2014,6,1693,-8.914,29.127,2.02,0.3010,94.3988,93.3693,-12.330,-1.22,48.37,6.53,5.64
Yandy Diaz,Mia,2019,2018,2,1062,-2.137,2.500,0.03,0.3168,99.6316,102.4376,2.790,0.28,30.34,3.56,3.35
Yangervis Solarte,Bos/,2019,2014,6,2753,-11.501,-16.089,-2.77,0.2917,86.9302,85.6790,-41.360,-4.14,78.66,2.12,0.97
Yasiel Puig,SD/N,2019,2014,5,3315,36.911,-22.748,1.42,0.3583,133.2667,136.3122,123.910,12.39,94.71,19.59,23.28
Yasmani Grandal,Was/,2019,2012,8,3236,-28.972,52.557,2.34,0.3137,99.3055,101.8459,6.460,0.65,92.46,15.15,12.25
Yasmany Tomas,Bos/,2019,2016,4,1712,-21.683,-34.245,-5.59,0.2835,83.6860,78.7194,-37.420,-3.74,48.92,-2.27,-4.44
Yoan Moncada,Bal,2019,2017,3,1178,-15.426,4.207,-1.12,0.3105,96.6946,97.8089,-2.750,-0.28,33.66,3.51,1.96
Yoenis Cespedes,Sea/,2019,2013,7,4707,144.820,-41.905,10.29,0.3359,118.7091,119.2955,93.200,9.33,134.49,18.59,33.07
Yolmer Sanchez,Hou,2019,2018,2,518,8.803,1.941,1.08,0.2951,92.0525,86.1426,-7.600,-0.76,14.80,0.91,1.79
Yonathan Daza,Bal,2019,2019,1,141,1.284,0.634,0.19,0.2431,58.3500,46.2500,-8.050,-0.80,4.03,-0.33,-0.21
Yonder Alonso,Col/,2019,2013,7,2661,-41.599,-30.422,-7.21,0.3018,93.2099,93.3055,-19.060,-1.90,76.03,2.66,-1.50
Yordan Alvarez,KC,2019,2019,1,140,0.000,-3.500,-0.35,0.3983,155.0500,163.1900,9.390,0.94,4.00,0.99,0.99
Yorvit Torrealba,LAN/,2014,2006,9,1815,0.000,31.656,3.18,0.2860,74.5898,68.9337,-65.270,-6.52,51.86,1.83,1.83
Yu Chang,NYN,2019,2019,1,70,0.508,-0.120,0.04,0.2656,67.7600,63.2500,-2.730,-0.27,2.00,-0.08,-0.03
Yuli Gurriel,Col,2019,2019,1,470,0.477,-8.517,-0.80,0.3314,113.3000,112.8000,6.390,0.64,13.43,1.13,1.18
Yulieski Gurriel,Col,2018,2017,2,899,-0.915,-14.388,-1.53,0.3339,115.7749,115.8209,14.900,1.49,25.69,2.62,2.53
Yunel Escobar,Hou/,2017,2008,8,5169,-14.433,47.237,3.28,0.3152,97.2746,96.0406,-23.190,-2.32,147.68,17.17,15.73
Yuniesky Betancourt,ChN/,2014,2006,8,2979,-11.238,28.334,1.72,0.3175,94.6686,90.7025,-30.500,-3.04,85.11,8.31,7.18
Yurendell DeCaster,PIT,2006,2006,1,38,0.000,-0.407,-0.04,0.3693,121.5200,125.3800,1.120,0.11,1.09,0.18,0.18
Zach Borenstein,KC,2017,2017,1,98,-0.925,-1.060,-0.20,0.2370,48.2200,41.5600,-6.000,-0.60,2.80,-0.43,-0.52
Zach Granite,Cin,2018,2018,1,121,1.077,-0.774,0.03,0.2892,81.6000,82.0800,-2.270,-0.23,3.46,0.04,0.15
Zach Lutz,LAN/,2015,2014,2,749,-7.331,-3.837,-1.12,0.3191,108.2907,108.4618,6.460,0.64,21.40,2.40,1.66
Zach Walters,Bal/,2017,2015,3,1627,-13.227,12.267,-0.10,0.3133,104.8072,103.2442,4.890,0.49,46.49,6.37,5.04
Zack Collins,ChN,2018,2018,1,141,-2.457,2.362,-0.01,0.2725,68.5200,69.2900,-4.530,-0.45,4.03,0.19,-0.06
Zack Cozart,StL/,2019,2012,8,3255,52.299,37.816,9.01,0.2877,84.0666,80.5797,-65.600,-6.55,93.00,6.53,11.76
