player_name,teams,end_year,start_year,years,ip,k_9,bb_9,k_bb,hr_9,FIP,park_FIP,FIP_minus,FIP_WAR,ERA,park_ERA,ERA_minus,ERA_WAR
Joe Kennedy,COL/Tor,2007,2005,3,280.4,5.81,3.95,1.51,0.83,4.556,4.529,99.71,2.64,4.434,4.401,97.04,3.07
Joe Musgrove,ChA/Ari,2020,2015,4,459.6,7.26,1.59,4.61,1.21,3.883,3.832,99.74,4.45,3.620,3.573,93.01,5.98
Joe Nathan,Was/Atl/HOU/KCR/KC,2015,2005,11,832.0,10.47,2.68,4.25,0.96,3.228,3.229,78.15,11.71,3.322,3.322,80.88,10.70
Joe Nelson,TOR/Was,2009,2005,4,261.3,11.02,4.06,2.94,1.83,4.896,4.913,108.68,-0.49,4.822,4.837,106.68,-0.25
Joe Palumbo,NYN,2020,2015,2,11.4,3.18,4.77,0.67,1.59,6.357,6.465,167.10,-0.22,4.760,4.841,125.10,-0.03
Joe Ross,Hou/Col,2020,2015,5,571.9,7.24,2.72,2.74,1.48,4.657,4.542,119.60,-0.27,4.735,4.617,121.72,-0.80
Joe Saunders,NYA/Tex,2013,2005,8,1544.4,5.30,2.89,1.85,1.10,4.670,4.595,107.99,8.27,4.116,4.049,94.91,18.41
Joe Smith,Col/Bos/Cin/Pit,2020,2010,10,624.4,7.63,2.41,3.72,0.91,3.622,3.595,92.47,4.02,4.080,4.045,104.34,0.38
Joe Thatcher,Cin/SD/LAN/LAD,2017,2009,9,477.1,9.45,3.15,3.08,0.87,3.445,3.486,86.85,4.45,3.228,3.270,81.14,5.87
Joe Wieland,Tor,2014,2013,2,215.0,9.50,1.76,5.50,1.42,3.740,3.778,99.62,2.06,3.937,3.976,104.70,1.58
Joel Hanrahan,ChN/Col/Mil/Atl,2014,2005,7,621.8,7.61,4.69,1.94,1.33,5.100,5.072,116.19,-1.24,5.500,5.471,125.27,-3.85
Joel Peralta,Cin/Tor/NYN/CLE/Phi/WAS/FLA,2014,2005,9,531.1,8.22,2.59,3.50,1.08,3.849,3.867,93.41,3.14,3.593,3.612,87.89,4.74
Joel Pineiro,ChN/MIL/WAS,2013,2005,9,1035.1,4.91,2.08,2.45,0.89,4.128,4.095,98.35,9.97,4.011,3.979,95.48,11.63
Joel Zumaya,Cin/PIT/CHN/CHC/FLA/Tor,2013,2005,9,619.5,9.16,5.29,1.77,0.81,4.193,4.195,97.59,2.36,3.867,3.869,90.83,4.84
Joely Rodriguez,Tor,2020,2015,2,34.6,11.94,4.15,2.88,1.04,3.412,3.446,89.07,0.28,4.150,4.192,108.33,-0.05
Joey Devine,Min/CIN,2013,2008,6,480.7,9.25,4.03,2.52,1.09,4.122,4.108,98.65,1.57,4.157,4.143,99.68,1.33
Joey Eischen,PHI/TOR,2006,2006,1,33.0,6.27,3.00,2.33,1.64,5.160,5.167,119.37,-0.23,5.731,5.733,132.44,-0.46
Joey Lucchesi,Tex,2020,2015,3,228.3,8.51,3.03,2.84,0.95,3.698,3.625,93.45,2.91,4.496,4.408,113.66,0.73
Joey Wentz,Bal,2019,2019,1,35.0,6.69,4.37,1.53,0.26,3.564,3.541,91.20,0.25,4.370,4.341,111.82,-0.11
Johan Santana,Bal/ChN/CHA/CWS/CLV/Cle/FLA,2014,2005,10,2088.3,8.91,2.17,4.18,0.99,3.448,3.434,81.79,40.18,3.250,3.238,76.92,45.89
John Axford,Ari,2016,2011,6,318.3,9.92,3.90,2.67,0.85,3.535,3.489,90.39,2.47,3.109,3.069,80.01,4.22
John Bale,LAA/FLA/BOS,2011,2008,3,294.1,6.89,3.95,1.77,0.77,4.187,4.189,100.29,2.40,4.565,4.572,109.87,1.07
John Brebbia,Tex/Det,2020,2015,3,132.3,10.61,2.92,3.68,1.63,4.186,4.142,106.80,-0.08,4.964,4.910,126.62,-1.35
John Danks,Bal/NYA,2017,2009,7,1364.7,7.23,2.91,2.51,1.09,4.175,4.135,103.54,10.58,4.352,4.312,107.91,8.13
John Ely,LAA/ChA,2015,2012,2,117.4,6.52,2.07,3.18,1.00,3.969,3.960,100.11,0.85,3.837,3.840,97.77,1.07
John Foster,PIT,2006,2006,1,64.3,5.04,4.90,1.03,0.28,4.108,4.149,95.85,0.30,3.500,3.535,81.67,0.77
John Gant,Min/Mil,2020,2015,5,300.7,7.57,3.29,2.44,1.68,5.014,4.995,130.60,-2.08,4.667,4.649,121.64,-0.77
John Grabow,CIN/STL/PIT,2011,2006,5,361.1,7.35,4.54,1.71,1.25,4.928,4.941,117.30,-2.24,4.038,4.049,96.07,1.67
John Halama,COL,2006,2006,1,91.0,5.14,2.08,2.48,1.39,4.740,4.486,103.62,0.67,4.250,4.022,92.91,1.17
John Holdzkom,Phi/Pit,2016,2015,2,73.7,11.12,5.62,2.02,1.34,4.545,4.587,122.98,-0.61,4.767,4.812,128.46,-0.82
John Koronka,TEX,2006,2006,1,163.0,3.70,2.76,1.34,0.94,4.645,4.553,105.19,1.08,4.800,4.706,108.71,0.79
John Lackey,NYA/Was/Oak/Bos/DET,2018,2005,13,2533.0,7.01,2.58,2.77,1.11,4.167,4.137,101.80,21.99,4.405,4.372,106.56,15.73
John Lamb,SF,2018,2016,3,448.3,9.19,3.47,2.75,1.32,4.234,4.335,114.85,1.07,4.154,4.253,112.86,1.47
John Lannan,KC/Oak/Cle/LAA/FLA,2013,2009,5,658.7,4.62,3.44,1.38,1.01,4.842,4.853,117.63,0.45,5.044,5.054,122.38,-0.89
John Maine,Tex/SEA/Bal,2011,2005,7,827.9,7.43,4.11,1.85,1.45,5.093,5.092,117.85,-0.33,5.272,5.270,121.78,-1.78
John Means,SD,2020,2015,2,84.6,5.95,3.19,1.87,1.28,4.764,4.861,125.63,-0.23,4.680,4.776,123.41,-0.14
John Patterson,FLA/Ari,2007,2005,3,467.1,8.52,3.20,2.67,1.21,4.230,4.187,92.58,6.08,5.242,5.188,114.59,0.86
John Rheinecker,SFG/SF,2009,2005,4,629.6,4.50,2.57,1.79,0.79,4.349,4.453,98.43,4.81,4.231,4.332,96.02,5.68
John Smoltz,SF/PIT/ATL/TOR/TEX/NYN,2010,2005,6,1196.0,7.41,2.22,3.48,0.90,3.712,3.752,84.60,21.10,3.920,3.963,89.35,18.15
John Stephens,BAL,2006,2006,1,4.7,7.71,3.86,2.00,3.86,8.333,8.278,191.22,-0.16,25.070,24.903,575.28,-0.75
John Thomson,PHI/Was/SEA,2008,2005,4,483.9,4.46,2.44,1.94,1.21,4.854,4.874,108.87,2.27,4.503,4.519,100.70,4.43
John Wasdin,Det,2007,2005,2,164.6,6.34,3.72,1.71,0.98,4.613,4.582,99.32,0.46,5.250,5.215,113.03,-0.72
Johnny Cueto,ChN/Pit/Was/NYA/ChA/SEA/TOR,2020,2008,12,2107.3,7.34,2.37,3.45,1.08,3.938,3.926,100.92,18.93,3.776,3.766,96.68,23.56
Jon Adkins,Col,2007,2005,2,175.4,4.83,4.00,1.21,1.44,5.700,5.394,116.92,-1.12,4.310,4.079,88.40,1.50
Jon Duplantier,Col,2020,2015,2,16.6,6.48,2.16,3.00,1.08,4.021,3.805,98.35,0.06,6.480,6.132,158.47,-0.43
Jon Garland,Cin/ChN/NYM/NYN,2013,2005,9,1583.7,4.92,2.46,2.01,0.91,4.324,4.370,102.03,12.53,4.000,4.041,94.48,19.47
Jon Gray,Tam,2020,2015,5,450.4,8.79,3.38,2.60,1.08,3.920,3.987,103.57,3.31,3.236,3.291,85.48,7.46
Jon Harris,ChN,2019,2019,1,146.0,5.86,2.59,2.26,1.60,5.098,5.064,130.45,-0.73,6.900,6.854,176.56,-3.56
Jon Huber,TBR/Tam,2008,2005,3,205.9,6.47,3.28,2.05,0.74,4.093,4.162,90.41,1.55,3.454,3.512,76.32,3.11
Jon Leicester,CHC,2008,2008,1,15.3,8.22,4.11,2.00,1.76,5.478,5.441,122.54,-0.14,6.460,6.417,144.51,-0.31
Jon Lester,Pit/NYA/Col/StL/NYN/Tam/TB/BAL/MIL/Sea,2020,2005,15,2728.4,7.96,2.96,2.93,0.89,3.749,3.766,93.69,34.41,3.479,3.499,87.26,43.85
Jon Lieber,BOS/Was/CIN,2009,2005,5,682.5,5.42,1.48,3.79,1.31,4.490,4.474,99.51,5.56,4.402,4.387,97.39,6.41
Jon Niese,Cle/Sea/Flo/FLA,2016,2010,6,914.6,6.92,2.84,2.58,0.79,3.741,3.765,98.02,8.56,3.797,3.823,99.40,8.10
Jon Rauch,KC/KCR,2013,2005,9,644.0,6.89,3.13,2.44,1.23,4.564,4.549,105.61,0.89,4.640,4.625,107.53,0.25
Jonah Bayliss,Oak,2007,2005,2,195.4,10.14,4.79,2.12,1.75,5.236,5.236,113.48,-0.90,5.990,5.990,129.83,-2.55
Jonathan Albaladejo,Ari/MIL/AZD,2012,2008,4,263.6,7.34,2.66,2.88,1.19,4.287,4.234,101.30,0.52,3.722,3.677,88.36,2.30
Jonathan Broxton,Cle/Pit/NYN/StL,2018,2005,13,927.4,9.86,3.40,3.04,0.76,3.301,3.334,82.17,11.08,3.087,3.117,76.31,13.81
Jonathan Holder,Tor,2020,2015,3,143.4,7.91,2.70,3.24,1.07,3.894,3.933,101.47,0.32,4.018,4.058,104.66,0.06
Jonathan Loaisiga,Ari/Mia,2020,2015,3,117.7,7.88,3.37,2.33,1.38,4.558,4.518,116.60,-0.19,4.591,4.553,117.47,-0.24
Jonathan Meloan,BOS/LAD,2009,2008,2,105.4,11.45,6.32,1.81,1.02,4.425,4.468,101.02,0.21,5.299,5.343,120.97,-0.83
Jonathan Papelbon,Tam/Col/NYN/Phi/Tex/Cle/CLV/STL,2017,2005,13,1184.9,9.13,2.48,4.04,1.11,3.677,3.679,87.60,14.61,3.502,3.499,83.83,17.25
Jonathan Sanchez,SF/ChA/CHN/CHC/Tam,2012,2005,7,974.2,8.45,3.83,2.26,1.27,4.532,4.538,106.21,3.85,3.853,3.863,89.85,12.11
Jonny Venters,KC/Bos/Hou/Atl,2020,2011,7,352.1,9.44,4.22,2.42,0.59,3.381,3.408,87.73,3.14,3.120,3.140,80.85,4.39
Jordan De Jong,SFG,2008,2008,1,118.0,8.24,4.04,2.04,1.30,4.780,4.895,110.23,-0.33,5.340,5.467,123.13,-1.10
Jordan Hicks,Atl,2020,2015,2,49.4,9.85,4.01,2.46,0.00,2.330,2.337,60.42,1.12,0.730,0.732,18.93,2.20
Jordan Lyles,Mil,2016,2016,1,46.3,5.25,2.72,1.93,1.17,4.593,4.547,125.53,-0.11,3.690,3.654,100.87,0.42
Jordan Montgomery,Bos,2019,2018,2,248.3,7.83,3.91,2.11,1.27,4.568,4.508,117.80,0.24,4.752,4.690,122.47,-0.29
Jordan Norberto,SD,2013,2013,1,71.7,9.67,4.02,2.41,0.75,3.459,3.530,90.28,0.54,4.400,4.490,114.83,-0.33
Jordan Walden,ChN/Bos/Pit/Was/Tor,2017,2012,6,358.3,10.00,3.64,3.09,0.85,3.447,3.446,89.95,2.75,3.968,3.969,103.46,0.34
Jordan Zimmermann,Bos/Tex/Atl/Sea/Cle/HOU,2020,2010,10,1658.1,6.69,2.02,3.77,1.06,3.938,3.974,103.24,12.95,3.686,3.719,96.45,18.74
Jorge Campillo,KC/SFG,2010,2008,3,507.0,5.01,2.95,1.70,1.14,4.822,4.839,111.79,0.67,5.023,5.046,116.45,-0.47
Jorge de la Rosa,Mil/Phi/Col/SF/STL,2018,2009,10,1664.7,7.39,3.70,2.04,0.75,3.904,3.908,99.52,16.32,3.671,3.678,93.82,21.24
Jorge Guzman,ChN,2019,2019,1,24.3,5.92,12.95,0.46,1.85,8.893,8.833,227.55,-1.40,10.360,10.291,265.10,-1.80
Jorge Julio,TOR/COL/Cle/PHI,2009,2005,5,276.4,9.70,4.30,2.28,1.89,5.327,5.289,117.99,-1.86,5.113,5.066,113.21,-1.20
Jorge Rondon,Oak,2015,2015,1,47.0,6.51,4.40,1.48,1.15,4.896,4.896,129.37,-0.55,4.790,4.790,126.57,-0.48
Jorge Sosa,Was/BOS/COL,2008,2005,4,230.6,5.66,3.20,1.82,1.09,4.678,4.570,103.53,0.16,3.822,3.714,84.50,2.48
Jose Alvarado,KC,2020,2015,3,52.4,11.87,4.47,3.78,0.52,2.805,2.796,72.08,0.88,2.924,2.914,75.09,0.80
Jose Alvarez,ChA,2020,2015,4,119.0,9.15,2.57,4.89,0.98,3.415,3.370,87.94,1.04,3.254,3.211,83.52,1.31
Jose Arredondo,BAL/OAK,2010,2009,2,109.4,8.97,4.86,1.88,0.91,4.193,4.188,97.81,0.41,3.209,3.205,74.82,1.71
Jose Ascanio,Was,2012,2012,1,50.7,7.11,2.66,2.67,1.07,4.170,4.170,102.65,0.06,6.750,6.750,166.16,-1.47
Jose Berrios,ChA,2020,2015,4,474.8,8.46,2.48,3.42,0.97,3.531,3.484,90.56,6.82,3.566,3.519,91.60,6.86
Jose Capellan,CWS/Atl,2007,2005,3,263.7,6.52,3.79,1.73,1.67,5.545,5.539,122.18,-2.37,6.179,6.170,136.29,-4.23
Jose Castillo,Col,2020,2015,3,107.7,10.87,4.10,2.76,1.00,3.608,3.415,88.02,0.95,4.014,3.799,97.96,0.40
Jose Ceda,Mia,2014,2013,2,138.0,9.20,4.11,2.43,1.30,4.404,4.390,113.58,-0.55,3.396,3.384,87.34,1.25
Jose Contreras,SD/Det/Tam/ARI/TB/CIN/SDP/SF/HOU/Sea,2013,2005,9,1317.4,6.60,3.04,2.37,0.74,3.914,3.964,90.64,17.01,4.111,4.163,95.15,14.22
Jose Fernandez,Cle,2016,2013,4,608.9,10.02,2.93,3.53,0.81,3.122,3.153,84.54,10.48,3.796,3.834,102.87,5.01
Jose Garcia,KC,2007,2005,2,209.4,7.05,3.70,1.91,2.15,6.133,6.112,132.48,-2.88,5.760,5.741,124.43,-2.07
Jose Leclerc,Was/Det,2020,2015,3,131.4,11.44,4.52,2.60,0.48,2.867,2.862,73.80,2.09,1.783,1.781,45.90,4.00
Jose Mesa,ChA,2007,2005,2,157.4,4.58,4.12,1.11,2.17,6.858,6.768,146.68,-3.37,5.260,5.191,112.51,-0.64
Jose Mijares,Phi/Ari/CIN,2015,2010,6,333.3,7.53,3.92,2.07,0.62,3.750,3.738,93.95,1.89,4.132,4.118,103.23,0.36
Jose Quintana,SD/KC,2020,2013,8,1525.6,7.78,2.45,3.44,0.75,3.374,3.438,90.34,21.79,3.477,3.542,93.01,20.00
Jose Urena,SF,2020,2015,3,186.6,6.27,2.94,2.92,1.59,5.099,5.221,134.54,-1.36,5.396,5.525,142.39,-2.09
Jose Urquidy,NYN,2020,2015,2,74.0,9.97,2.68,3.73,1.70,4.316,4.389,113.45,0.22,4.860,4.943,127.72,-0.26
Jose Valverde,Min/PHI/FLA/TOR/BOS/Sea,2014,2005,10,769.5,9.45,4.12,2.41,1.19,4.267,4.278,102.32,1.17,4.536,4.551,108.36,-1.14
Jose Veras,LAA/Col/Cin/Tex/BOS/Pit,2015,2005,8,400.0,9.40,4.52,2.13,0.95,4.065,4.071,99.17,1.34,3.848,3.859,94.28,2.33
Josh Banks,NYN,2010,2010,1,3.0,0.00,0.00,0.00,0.00,3.221,3.276,76.82,0.04,3.000,3.051,71.55,0.05
Josh Beckett,ChN/Bal/Mil/SD/Pit/Cin/DET/TEX/OAK,2015,2005,11,2146.2,7.96,2.23,3.73,1.20,3.975,3.970,94.18,26.28,4.085,4.081,97.35,23.00
Josh Collmenter,Bos/Cle,2018,2012,7,1052.0,6.58,2.42,2.92,1.21,4.313,4.356,113.80,2.19,4.414,4.457,116.41,0.98
Josh Edgin,Mia/Bos,2016,2015,2,63.0,8.86,4.43,2.05,1.29,4.561,4.524,122.39,-0.51,6.424,6.375,172.67,-2.01
Josh Fields,Sea/Min,2019,2015,5,362.9,9.50,2.88,3.43,1.04,3.559,3.561,93.81,2.11,3.867,3.868,102.05,0.64
Josh Fogg,SFG/SF/PHI,2008,2005,4,401.4,4.51,2.98,1.56,1.23,5.088,5.172,115.35,-2.12,5.044,5.123,114.60,-1.87
Josh Green,Atl,2020,2015,2,28.6,4.40,2.51,1.75,1.26,4.855,4.871,125.90,-0.08,3.140,3.150,81.41,0.54
Josh Hader,LAA,2020,2015,5,341.0,12.43,4.80,2.74,0.82,3.255,3.310,85.83,4.45,3.271,3.327,86.18,4.39
Josh Hancock,Cin,2007,2005,2,157.4,5.72,3.09,1.85,1.49,5.269,5.251,113.82,-0.75,4.690,4.675,101.32,0.27
Josh James,Cin,2020,2015,3,241.7,10.50,3.28,3.21,1.60,4.279,4.265,110.03,1.18,4.842,4.827,124.49,-0.50
Josh Johnson,Phi/Tam/Col/SEA/Flo,2015,2005,9,1446.5,7.58,2.92,2.72,0.77,3.674,3.640,87.23,23.14,3.932,3.896,92.52,19.64
Josh Kinney,Bos/Was/CWS/ChA,2014,2005,6,402.1,7.39,4.54,1.63,1.37,5.176,5.115,116.90,-2.44,4.859,4.803,109.65,-0.97
Josh Lindblom,Det/Phi/LAN/MIL,2020,2010,7,663.7,6.83,3.25,2.26,1.17,4.464,4.447,111.63,0.98,3.934,3.920,98.20,5.33
Josh Lueke,Sea,2012,2012,1,80.7,8.26,3.24,2.55,0.89,3.854,3.893,95.83,0.38,3.010,3.040,74.84,1.25
Josh Outman,Min,2015,2011,5,461.1,7.22,4.84,1.56,1.03,4.725,4.709,120.84,-3.41,4.627,4.612,118.53,-2.83
Josh Roenicke,Flo/FLA,2011,2010,2,98.7,8.67,4.56,1.93,1.37,4.775,4.759,114.83,-0.47,6.116,6.096,147.55,-2.03
Josh Sborz,Mil,2020,2015,3,80.7,10.71,3.79,2.84,1.00,3.550,3.515,90.57,0.60,3.238,3.206,82.63,0.92
Josh Smoker,LAN/Mil,2018,2017,2,115.0,10.33,4.07,2.56,1.49,4.432,4.440,115.82,-0.58,3.914,3.921,102.28,0.19
Josh Staumont,NYN,2019,2019,1,141.0,9.19,7.28,1.26,1.34,5.541,5.635,145.15,-1.60,5.300,5.390,138.85,-1.22
Josh Stewart,PIT,2006,2006,1,61.7,4.38,3.50,1.25,1.31,5.282,5.336,123.26,-0.57,5.110,5.162,119.24,-0.44
Josh Taylor,Phi,2020,2015,2,44.6,10.08,3.63,2.78,0.40,2.733,2.733,70.65,0.78,1.210,1.210,31.27,1.71
Josh Tomlin,Cin/Mil/SD,2019,2012,5,752.4,6.30,1.44,4.67,1.08,3.872,3.883,100.43,6.76,3.076,3.082,79.88,14.82
Josh Towers,SFG/Phi/ATL,2008,2005,4,719.6,5.04,1.36,3.79,1.31,4.551,4.579,101.44,4.04,4.315,4.346,96.29,6.17
Josh Wilkie,StL/Flo,2012,2011,2,98.0,6.80,3.40,2.01,0.73,3.929,3.939,98.80,0.31,6.428,6.441,161.97,-2.71
Juan Abreu,Sea,2012,2012,1,14.0,9.64,7.71,1.25,0.00,3.750,3.788,93.24,0.08,3.860,3.899,95.98,0.07
Juan Carlos Oviedo,SD/Tex,2013,2009,5,291.0,7.58,3.43,2.43,0.99,4.133,4.086,100.52,0.68,3.619,3.584,88.20,2.50
Juan Cruz,Pit/SD/TEX/ARI/Col,2011,2005,7,525.4,9.99,4.80,2.16,1.25,4.484,4.293,97.33,2.10,4.987,4.769,107.89,-0.80
Juan Dominguez,DET,2006,2006,1,176.7,4.79,3.01,1.59,1.43,5.189,5.154,119.06,-0.03,5.150,5.116,118.18,0.04
Juan Gutierrez,OAK,2011,2010,2,98.4,6.68,3.02,2.42,1.37,4.688,4.688,116.25,-0.54,4.762,4.762,118.19,-0.63
Juan Lara,Min,2007,2005,2,64.0,4.78,3.09,1.55,1.13,4.956,4.939,107.06,-0.08,4.500,4.485,97.21,0.25
Juan Minaya,Phi,2019,2019,1,84.0,9.11,3.21,2.83,0.75,3.352,3.352,86.36,0.80,3.640,3.640,93.77,0.49
Juan Nicasio,NYN/Sea/Tex/Bal/KC,2020,2012,9,811.6,8.31,3.02,2.96,1.12,4.000,3.995,104.02,3.33,4.180,4.179,108.95,1.71
Juan Padilla,StL,2008,2005,4,428.6,5.82,3.09,2.03,0.97,4.442,4.472,99.87,1.11,4.700,4.732,105.70,-0.18
Juan Rincon,FLA/MIN,2008,2005,4,316.4,7.74,3.30,2.37,0.48,3.406,3.394,75.41,4.91,4.126,4.112,91.08,2.25
Juan Salas,PHI/Sea,2008,2005,3,75.7,7.73,3.69,2.09,1.78,5.463,5.490,121.35,-0.65,5.113,5.134,113.79,-0.34
Julian Tavarez,Hou/LA,2008,2005,4,259.3,5.38,3.12,1.73,0.80,4.311,4.381,96.83,1.07,3.332,3.387,74.61,4.14
Julio Mateo,TOR/BOS,2008,2006,2,116.0,5.82,1.63,3.58,1.55,4.732,4.694,107.83,-0.17,5.120,5.073,116.68,-0.67
Julio Rodriguez,NYA,2013,2013,1,11.7,7.71,3.86,2.00,0.77,3.866,3.828,97.89,0.12,6.170,6.109,156.24,-0.18
Julio Santana,AZ,2006,2006,1,63.7,7.78,3.82,2.04,0.85,3.960,3.908,90.28,0.48,3.960,3.908,90.28,0.48
Julio Teheran,Sea/Bos/Pit,2020,2011,9,1336.4,7.76,2.86,2.85,1.22,4.207,4.227,110.79,5.78,4.234,4.256,111.47,5.33
Julio Urias,LAA,2020,2015,4,443.3,8.83,3.35,2.72,1.08,3.925,3.991,103.86,3.49,3.510,3.569,92.91,6.06
Jumbo Diaz,Bal/Mil,2019,2015,4,256.0,8.58,3.16,3.12,1.16,4.028,3.994,105.71,-0.03,3.871,3.836,102.26,0.46
Junichi Tazawa,SD/Tam/ChA/SF,2017,2010,8,517.2,7.52,2.75,3.38,1.31,4.347,4.422,114.23,-2.25,4.471,4.547,117.34,-3.01
Junior Guerra,Tor/NYN/ChA,2019,2016,3,266.4,9.29,4.06,2.32,1.32,4.414,4.441,116.66,0.42,4.395,4.430,115.67,0.90
Justin de Fratus,Col/SD,2015,2013,3,168.0,9.32,2.89,3.63,1.13,3.716,3.720,97.02,0.71,3.967,3.957,103.07,0.23
Justin Duchscherer,NYN/Tex/DET,2011,2005,7,970.4,6.45,2.21,3.07,0.96,3.948,3.925,91.74,10.70,3.830,3.807,88.83,12.24
Justin Germano,DET,2013,2005,6,622.3,5.52,2.56,2.22,1.01,4.385,4.356,101.95,5.19,4.934,4.901,115.24,1.32
Justin Grimm,LAN,2017,2014,4,335.3,8.16,3.78,2.14,0.97,4.064,4.118,109.40,0.42,4.565,4.627,123.02,-1.68
Justin Hampson,TB/CLV,2009,2008,2,105.4,5.98,3.59,1.87,0.68,4.196,4.259,97.80,0.57,5.300,5.376,123.20,-0.72
Justin Lehr,OAK,2006,2006,1,109.7,4.68,3.28,1.43,0.90,4.549,4.549,105.09,-0.01,4.350,4.350,100.49,0.25
Justin Masterson,Sea/StL/Cin/LAA/ARI,2018,2009,8,1025.6,6.85,3.26,2.24,0.90,4.065,4.125,104.05,7.11,4.035,4.092,103.57,7.56
Justin Miller,Oak/BOS,2016,2008,4,223.0,9.24,4.08,2.26,0.93,3.923,3.890,95.79,1.12,4.078,4.040,97.92,0.80
Justin Nicolino,Atl,2019,2018,2,26.0,3.81,1.73,2.15,1.73,5.400,5.418,142.03,-0.25,5.885,5.904,155.25,-0.25
Justin Orenduff,LAN,2007,2005,2,169.4,6.80,4.68,1.46,1.28,5.252,5.322,115.36,0.23,4.680,4.743,102.80,1.30
Justin Speier,HOU/AZD/TOR/ChA/NYY,2009,2005,5,394.7,8.60,2.90,3.24,1.32,4.299,4.274,95.66,1.97,4.013,3.995,89.35,3.31
Justin Verlander,Ari/Mil/Cin/Tam/Sea/CHA/CHN/CHC,2020,2005,15,2999.5,8.39,2.56,3.51,1.03,3.712,3.696,91.49,41.12,3.771,3.754,92.68,39.89
Justin Wilson,Phi/Col/SF/Sea,2020,2014,6,292.6,9.56,4.67,2.16,1.08,4.180,4.189,111.25,-0.80,4.707,4.714,125.43,-2.78
Kaleb Fleck,Bal,2017,2017,1,96.3,10.56,3.46,3.05,1.87,4.792,4.760,123.17,-0.85,4.580,4.550,117.72,-0.59
Kameron Loe,Oak/Cle/TBR/CLV/Tam,2014,2005,8,444.4,5.18,2.80,2.11,1.32,4.912,4.945,119.29,-1.44,4.901,4.940,118.25,-0.93
Kameron Mickolio,Bos,2012,2012,1,84.3,9.50,3.20,2.97,1.49,4.436,4.378,107.76,-0.11,4.910,4.846,119.28,-0.60
Kane Davis,MIN,2006,2006,1,17.3,8.31,5.71,1.46,2.08,6.248,6.228,143.86,-0.34,5.710,5.691,131.47,-0.23
Kason Gabbard,TB/FLA,2009,2008,2,102.0,6.35,4.85,1.39,0.79,4.737,4.737,107.19,0.01,3.620,3.613,81.55,1.32
Kazuhisa Ishii,SF,2006,2006,1,1.3,6.75,13.50,0.50,0.00,6.191,6.338,146.42,-0.03,13.500,13.822,319.30,-0.13
Keiichi Yabu,CIN,2009,2009,1,104.0,6.58,3.29,2.00,0.61,3.835,3.822,88.54,0.88,3.290,3.279,75.96,1.57
Keith Foulke,WAS,2007,2005,3,241.6,7.22,2.57,2.81,1.45,4.645,4.645,102.78,0.24,3.462,3.462,76.58,3.57
Keith Hessler,Mil,2016,2016,1,48.7,7.58,2.77,2.73,1.85,5.079,5.029,138.83,-0.77,4.990,4.941,136.40,-0.71
Kelly Wunsch,AZ,2006,2006,1,58.7,6.29,3.53,1.78,1.38,4.963,4.898,113.15,-0.25,3.990,3.938,90.96,0.42
Kelvim Escobar,Det/LAD/LAN/LA,2011,2005,7,1139.7,7.52,2.53,3.09,1.07,4.003,4.033,92.79,14.37,3.843,3.868,89.52,17.09
Kelvin Herrera,NYA/Tor/SF/StL,2019,2013,7,582.6,9.70,2.30,4.29,0.99,3.244,3.274,85.86,5.68,3.847,3.889,102.17,1.01
Ken Giles,Pit/Mil/StL,2020,2015,6,371.3,11.25,3.59,3.33,0.78,3.028,3.053,80.33,4.66,4.558,4.592,121.20,-2.72
Kendall Graveman,Was/Atl,2020,2015,5,298.6,5.15,2.95,1.81,0.93,4.384,4.398,114.86,0.59,4.825,4.839,126.38,-0.76
Kenley Jansen,NYN/Mia/Flo,2020,2011,10,624.6,13.23,3.33,6.79,1.05,2.907,2.929,75.73,9.41,3.313,3.337,86.27,6.08
Kenny Baugh,TEX,2006,2006,1,16.3,3.86,5.51,0.70,2.76,8.150,7.990,184.57,-0.45,7.160,7.020,162.16,-0.31
Kenny Rogers,NYA/NYY/SF,2009,2005,5,919.7,4.66,2.81,1.68,0.97,4.625,4.674,104.52,6.43,4.278,4.324,96.83,10.08
Kenshin Kawakami,Tam/TB,2011,2010,2,318.0,5.43,2.63,2.14,1.13,4.504,4.580,111.84,0.34,4.898,4.981,121.52,-1.14
Kent Mercker,Cin/SF,2007,2005,3,261.9,5.63,3.30,1.70,1.10,4.756,4.762,104.40,0.03,3.745,3.747,81.96,3.13
Kenta Maeda,Tex/Tor,2020,2015,5,698.7,9.58,2.29,4.36,1.22,3.614,3.579,92.93,9.07,3.893,3.855,100.03,6.65
Keone Kela,Pit,2020,2015,6,305.2,10.95,3.28,3.72,0.74,2.919,2.949,77.59,4.24,2.657,2.684,70.45,5.34
Kerry Wood,Sea/NYA/NYY,2013,2005,9,847.1,9.77,4.04,2.50,1.51,4.639,4.613,106.10,2.78,5.142,5.107,116.65,-1.44
Keury Mella,ChN,2019,2019,1,88.0,7.36,5.83,1.26,1.74,6.040,5.999,154.54,-2.11,6.030,5.990,154.30,-2.09
Kevin Cameron,PHI/Col/Ari,2010,2005,5,425.4,6.73,4.53,1.62,1.33,5.264,5.156,116.09,-2.47,5.926,5.795,129.96,-5.43
Kevin Correia,StL/TB/PIT/BOS/WAS,2012,2005,8,739.6,5.96,3.81,1.97,1.07,4.769,4.753,109.41,0.61,4.964,4.944,113.91,-0.97
